TransactionID,CustomerID,Amount,TransactionType,Location,DeviceType,TimeOfDay,PreviousFraud,TransactionSpeed,Fraud
5613,4716,2163.93454,Purchase,New York,Laptop,Afternoon,0,34.61741511,0
5614,1404,3998.999568,Transfer,Chicago,POS,Night,0,51.7894069,0
5615,1461,5083.863153,Deposit,New York,Mobile,Afternoon,0,10.01572178,0
5616,3179,8103.956437,Purchase,Houston,POS,Afternoon,1,49.58783253,1
5617,3838,8392.824815,Purchase,Chicago,ATM,Night,0,6.926997263,0
5618,1873,9098.085936,Withdrawal,Houston,POS,Morning,0,57.47352076,0
5619,1083,5097.360053,Deposit,Los Angeles,Mobile,Night,0,10.41483851,0
5620,2422,6945.804717,Transfer,Houston,Mobile,Afternoon,1,28.503174,0
5621,3801,1126.885709,Deposit,Miami,Laptop,Morning,0,57.10566822,0
5622,3675,5657.23671,Withdrawal,Chicago,POS,Morning,0,13.31626685,0
5623,4180,2494.431177,Withdrawal,New York,POS,Morning,0,38.86874767,0
5624,1220,4322.851681,Transfer,Houston,ATM,Morning,0,44.5014651,0
5625,4975,6344.164578,Transfer,Chicago,Mobile,Morning,0,3.234409693,0
5626,3600,2577.289519,Transfer,New York,POS,Morning,0,36.05701594,0
5627,2391,531.3287274,Withdrawal,Chicago,ATM,Night,0,45.84068663,0
5628,4218,112.2362255,Transfer,Chicago,POS,Morning,0,58.21334971,0
5629,1111,231.3737601,Transfer,Miami,Mobile,Night,0,9.187346845,0
5630,1614,93.41387776,Transfer,Houston,Laptop,Night,1,51.94993582,0
5631,2581,1112.447015,Purchase,Miami,POS,Night,0,38.13355697,0
5632,3971,2402.492259,Transfer,Los Angeles,Mobile,Morning,0,43.91913248,0
5633,4565,2220.002927,Withdrawal,Chicago,Mobile,Morning,0,44.70133015,0
5634,4576,9868.097976,Purchase,Houston,Mobile,Morning,0,43.72132473,0
5635,1474,3067.000991,Withdrawal,Los Angeles,ATM,Morning,1,55.46323397,0
5636,3883,1282.933626,Deposit,Los Angeles,ATM,Afternoon,0,8.261833799,0
5637,2913,5460.169816,Purchase,Miami,Laptop,Afternoon,0,17.71837839,0
5638,1270,8580.994979,Transfer,Los Angeles,POS,Morning,0,54.29459289,0
5639,3468,6783.823164,Purchase,New York,ATM,Afternoon,0,27.93089154,0
5640,2920,2967.86007,Withdrawal,New York,ATM,Morning,0,24.9463443,0
5641,3754,5620.545436,Purchase,New York,ATM,Morning,0,32.81061208,0
5642,2390,7151.411182,Deposit,Los Angeles,POS,Morning,0,19.32446271,0
5643,4351,7283.763879,Transfer,Chicago,Laptop,Morning,0,36.26486173,0
5644,4354,6668.719168,Transfer,Houston,Laptop,Morning,0,52.88250112,0
5645,1039,,Deposit,New York,Laptop,Morning,0,24.34853935,0
5646,2982,8702.353529,Withdrawal,New York,POS,Morning,0,13.25994575,0
5647,3236,5793.576228,Purchase,New York,POS,Night,0,10.21467238,0
5648,4235,4304.265127,Withdrawal,Miami,Laptop,Night,0,42.16588565,0
5649,1993,6419.287253,Withdrawal,Miami,Mobile,Afternoon,1,5.340232337,0
5650,3012,8183.937894,Withdrawal,New York,POS,Afternoon,0,5.432891133,0
5651,4607,66.46452736,Transfer,New York,POS,Night,0,57.71594634,0
5652,3583,9920.05012,Purchase,Miami,Laptop,Night,1,40.3553045,0
5653,4075,1837.108786,Transfer,Houston,Laptop,Night,0,12.16473907,0
5654,4906,4707.787367,Transfer,Chicago,Mobile,Afternoon,0,38.31455669,0
5655,1289,8721.577051,Transfer,Houston,Mobile,Morning,0,35.14816558,0
5656,3480,2258.153586,Purchase,Chicago,ATM,Afternoon,0,46.97187928,0
5657,3518,4773.184287,Deposit,Los Angeles,ATM,Morning,0,25.99729547,0
5658,4252,1334.49598,Transfer,Los Angeles,Laptop,Morning,0,1.99257976,0
5659,4319,3956.812491,Transfer,Houston,ATM,Afternoon,0,26.969429,0
5660,3675,1779.583193,Transfer,Miami,POS,Morning,0,41.78429641,0
5661,1278,,Purchase,New York,Mobile,Afternoon,0,57.48037955,0
5662,3924,3740.907526,Purchase,Los Angeles,ATM,Night,0,50.56873504,0
5663,1580,9931.776188,Withdrawal,Miami,ATM,Night,0,2.370364313,0
5664,1862,9948.182163,Transfer,Miami,Laptop,Afternoon,0,15.4340114,0
5665,1253,1156.714924,Transfer,Chicago,Mobile,Afternoon,1,33.44242362,1
5666,1180,7262.428105,Purchase,Los Angeles,Mobile,Afternoon,0,4.264471187,0
5667,4901,526.9373419,Purchase,Houston,ATM,Afternoon,0,36.13886335,0
5668,1680,311.6182332,Transfer,Miami,POS,Morning,0,26.31654964,0
5669,1824,1062.285604,Deposit,Houston,POS,Night,0,40.45014198,0
5670,4580,9655.201714,Withdrawal,Houston,POS,Afternoon,1,14.01101109,0
5671,4832,9409.226843,Withdrawal,Los Angeles,POS,Afternoon,1,12.04280051,0
5672,1699,1947.338925,Transfer,Houston,POS,Night,1,54.99883118,1
5673,3613,1625.106632,Withdrawal,Houston,ATM,Afternoon,0,21.26971149,0
5674,2349,2412.945514,Withdrawal,New York,POS,Night,0,58.29220125,0
5675,2380,5160.314471,Transfer,Houston,ATM,Night,0,10.4211299,0
5676,4896,5701.349274,Withdrawal,New York,Laptop,Afternoon,0,45.44728226,0
5677,2673,2223.71837,Purchase,Los Angeles,ATM,Morning,1,12.89428852,1
5678,3727,7568.661653,Transfer,Houston,POS,Afternoon,0,43.23362717,0
5679,3438,3102.436162,Purchase,Miami,ATM,Morning,1,16.47615716,0
5680,2638,9222.091942,Transfer,Houston,POS,Afternoon,0,20.56982675,0
5681,2957,6570.659838,Purchase,New York,Laptop,Morning,1,38.8343415,1
5682,4156,4369.148431,Withdrawal,Miami,POS,Night,1,2.980228753,0
5683,4388,7901.220897,Deposit,Los Angeles,Mobile,Night,0,15.54685425,0
5684,1211,8180.967114,Purchase,Chicago,Laptop,Afternoon,1,51.58209154,0
5685,2538,2911.91124,Purchase,Chicago,ATM,Afternoon,1,19.37500446,0
5686,1383,3403.748293,Deposit,New York,ATM,Morning,0,57.3940876,0
5687,2714,9360.191986,Deposit,Los Angeles,POS,Morning,0,9.450527289,0
5688,1341,1655.762973,Purchase,Los Angeles,Mobile,Morning,1,43.56783454,1
5689,2838,431.0826655,Purchase,Houston,Laptop,Morning,0,10.62750901,0
5690,2987,4546.012673,Purchase,Chicago,ATM,Morning,0,46.0623914,0
5691,1843,8014.086903,Transfer,Houston,POS,Afternoon,0,13.57800171,0
5692,4109,7718.964382,Purchase,Los Angeles,Mobile,Night,0,52.09856644,0
5693,2534,9196.110983,Purchase,New York,ATM,Morning,0,37.82864162,0
5694,1419,5336.674637,Deposit,New York,POS,Night,0,52.98535971,0
5695,3798,1009.646069,Deposit,Miami,POS,Night,0,38.05432812,0
5696,4240,5891.002854,Transfer,New York,Mobile,Afternoon,0,48.58920772,0
5697,2988,7786.172187,Transfer,Chicago,ATM,Morning,0,52.32363237,0
5698,2932,942.3479215,Withdrawal,Miami,POS,Morning,0,28.66565179,0
5699,4414,1734.847437,Purchase,Chicago,ATM,Morning,1,40.73231756,1
5700,2849,132.7837049,Purchase,Houston,Mobile,Morning,0,2.568649852,0
5701,1305,5940.589269,Deposit,Houston,Mobile,Afternoon,0,30.28548131,0
5702,4613,8868.476576,Withdrawal,New York,ATM,Afternoon,1,13.53811239,0
5703,3749,6709.926527,Purchase,Miami,Mobile,Morning,1,7.755926926,0
5704,1868,9820.580475,Withdrawal,Chicago,POS,Morning,0,59.79151049,0
5705,3584,639.7061885,Transfer,Chicago,ATM,Night,0,59.82708433,0
5706,2135,9030.980841,Purchase,Los Angeles,POS,Night,0,13.56220999,0
5707,2434,8142.542191,Purchase,New York,ATM,Morning,0,53.94784439,0
5708,1205,3149.27279,Transfer,Houston,Laptop,Morning,0,53.92505358,0
5709,4256,9735.530253,Purchase,Los Angeles,POS,Night,0,58.61053764,0
5710,4453,2886.498104,Transfer,Houston,POS,Night,0,24.14668867,0
5711,1495,8894.154191,Transfer,Houston,ATM,Morning,0,55.98841632,0
5712,4450,8808.678285,Withdrawal,Chicago,ATM,Night,0,47.12880659,0
5713,4118,7578.99959,Deposit,Houston,POS,Afternoon,1,44.36017427,0
5714,2909,5639.070033,Deposit,Miami,Mobile,Night,0,15.62115211,0
5715,4811,1208.827469,Transfer,Houston,POS,Morning,1,29.9366036,1
5716,4622,5324.397628,Withdrawal,Miami,Laptop,Afternoon,0,47.49428838,0
5717,4599,3574.394594,Transfer,Houston,Mobile,Afternoon,0,50.95893982,0
5718,3551,7924.248161,Withdrawal,Los Angeles,Mobile,Night,1,12.67228238,0
5719,2045,7583.710773,Withdrawal,Chicago,ATM,Morning,0,19.36338793,0
5720,1212,9107.018949,Deposit,Los Angeles,ATM,Night,0,10.59058439,0
5721,1309,158.1533227,Deposit,Chicago,POS,Night,0,9.925962297,0
5722,3708,8092.941136,Withdrawal,Los Angeles,POS,Night,0,13.58859722,0
5723,2991,9385.235911,Deposit,New York,ATM,Afternoon,0,54.65058162,0
5724,3800,7895.111487,Withdrawal,Houston,POS,Night,0,22.39047686,0
5725,1271,1310.642654,Purchase,Houston,Mobile,Night,0,30.3591562,0
5726,4642,821.9782574,Transfer,New York,POS,Night,0,1.687661426,0
5727,2822,218.2439457,Deposit,New York,Mobile,Night,1,45.4253479,1
5728,3985,6291.164806,Transfer,Miami,ATM,Morning,0,18.02608878,0
5729,4273,6300.429792,Deposit,Los Angeles,POS,Morning,1,42.5488846,0
5730,3079,9869.268005,Transfer,Houston,Mobile,Morning,0,12.73292691,0
5731,1442,3986.451309,Transfer,Miami,Laptop,Afternoon,0,23.24549624,0
5732,3209,3325.743786,Deposit,Houston,Laptop,Morning,0,31.53959786,0
5733,3814,6248.005023,Deposit,New York,Laptop,Night,0,38.24503279,0
5734,1253,8257.830638,Deposit,Miami,Mobile,Night,0,10.7275872,0
5735,1520,9368.371756,Deposit,Miami,POS,Morning,1,26.50735233,0
5736,1976,8033.21042,Withdrawal,Miami,Laptop,Afternoon,0,1.6962819,0
5737,4722,4272.473066,Deposit,Los Angeles,ATM,Afternoon,0,8.829852206,0
5738,4551,,Deposit,Miami,ATM,Afternoon,0,20.36262674,0
5739,1009,8564.430274,Deposit,Houston,ATM,Night,0,56.27381476,0
5740,3773,4911.190786,Purchase,Los Angeles,Laptop,Morning,0,53.11405293,0
5741,3552,2174.699571,Transfer,Houston,Laptop,Afternoon,0,31.90669371,0
5742,3832,1705.537163,Deposit,Miami,POS,Night,0,36.66015303,0
5743,4907,11.57586833,Deposit,Miami,Mobile,Afternoon,0,18.00856376,0
5744,2583,7185.19757,Transfer,Houston,ATM,Afternoon,0,40.52159151,0
5745,3483,1119.861116,Transfer,Chicago,POS,Morning,0,14.99038122,0
5746,2134,2445.952606,Withdrawal,Miami,Mobile,Night,1,1.148078774,1
5747,1152,,Transfer,Miami,Laptop,Afternoon,0,57.83091493,0
5748,2658,5608.194803,Transfer,Los Angeles,Mobile,Night,0,23.51610072,0
5749,3964,3985.5932,Purchase,Houston,ATM,Afternoon,1,31.84052227,0
5750,3916,6749.99318,Withdrawal,Miami,Mobile,Morning,0,6.905459715,0
5751,4173,565.8302067,Purchase,Houston,Mobile,Afternoon,0,32.11167475,0
5752,3800,1248.152551,Transfer,Los Angeles,Laptop,Morning,0,54.23884668,0
5753,2856,4997.12292,Deposit,Houston,Laptop,Afternoon,1,52.78128831,1
5754,2214,,Withdrawal,Houston,POS,Morning,0,35.09846724,0
5755,2752,2965.175494,Transfer,Los Angeles,Laptop,Afternoon,0,51.54764034,0
5756,3610,679.6105096,Transfer,Miami,Laptop,Afternoon,0,22.49018256,0
5757,4875,8958.234556,Deposit,Houston,ATM,Afternoon,0,12.35913401,0
5758,2104,6921.267675,Deposit,Chicago,ATM,Night,0,25.8762213,0
5759,3536,1224.965387,Deposit,Miami,Mobile,Night,1,48.76830297,0
5760,1894,659.8091178,Withdrawal,Los Angeles,ATM,Afternoon,0,42.70481943,0
5761,2111,9748.976609,Purchase,New York,POS,Night,1,23.69383452,1
5762,4265,6814.913779,Withdrawal,Chicago,POS,Night,0,21.14857977,0
5763,1103,4180.38615,Deposit,Miami,Mobile,Afternoon,0,57.89510477,0
5764,4854,7020.293097,Withdrawal,Los Angeles,POS,Afternoon,1,16.53922748,1
5765,4167,7565.754547,Deposit,Chicago,POS,Afternoon,1,19.18035117,0
5766,4494,7801.822402,Purchase,Miami,Laptop,Night,0,21.49028184,0
5767,2914,4783.994283,Withdrawal,New York,Mobile,Night,1,47.19508972,1
5768,4269,4304.528754,Purchase,Miami,POS,Night,0,51.1594522,0
5769,4072,120.1705618,Purchase,New York,Mobile,Afternoon,0,13.80813828,0
5770,2006,9266.30558,Deposit,New York,POS,Night,0,25.03522367,0
5771,1406,6037.045705,Withdrawal,Houston,ATM,Night,0,52.05836489,0
5772,2401,2039.507833,Withdrawal,Los Angeles,Mobile,Morning,0,19.50049159,0
5773,1166,9196.83816,Purchase,Houston,ATM,Morning,1,24.82608616,1
5774,1508,9150.169699,Deposit,New York,Mobile,Afternoon,1,33.66607777,0
5775,2661,9891.949802,Purchase,Los Angeles,ATM,Afternoon,0,38.84512998,0
5776,3360,8741.825066,Purchase,Los Angeles,Laptop,Night,0,18.91346475,0
5777,4664,9977.866034,Purchase,Los Angeles,ATM,Morning,0,34.9762319,0
5778,4489,2454.415019,Purchase,Chicago,POS,Morning,0,43.74078143,0
5779,1762,8424.073356,Withdrawal,Miami,Laptop,Afternoon,0,6.315269192,0
5780,1680,8232.052805,Transfer,New York,ATM,Night,0,59.9599914,0
5781,3524,2317.094189,Withdrawal,Los Angeles,Laptop,Afternoon,0,56.03215404,0
5782,3120,993.3911145,Deposit,Chicago,Laptop,Night,1,10.02217747,0
5783,2164,9794.410932,Transfer,Chicago,POS,Morning,0,20.58489366,0
5784,1581,2967.28527,Purchase,New York,ATM,Night,1,17.60763802,1
5785,1261,8710.208987,Withdrawal,Houston,Laptop,Morning,0,2.302395428,0
5786,2363,51.2302752,Transfer,Chicago,POS,Morning,0,30.61658979,0
5787,2331,220.0378241,Purchase,New York,Mobile,Morning,0,10.33546278,0
5788,3292,,Withdrawal,Chicago,Mobile,Afternoon,0,9.068143623,0
5789,2538,2394.759693,Transfer,New York,Laptop,Afternoon,0,13.43247591,0
5790,4408,6901.514422,Withdrawal,Los Angeles,Laptop,Afternoon,1,45.8150248,0
5791,4646,5659.987612,Transfer,Houston,Laptop,Night,0,8.622092624,0
5792,1560,784.0831165,Deposit,Chicago,POS,Afternoon,1,38.07976435,0
5793,2099,1634.65668,Withdrawal,Chicago,POS,Morning,0,18.15620664,0
5794,2903,3886.612208,Withdrawal,Chicago,ATM,Afternoon,0,5.035853292,0
5795,1174,1864.184599,Transfer,Miami,Mobile,Morning,0,58.69881404,0
5796,3156,7924.301249,Deposit,Miami,Laptop,Afternoon,0,39.21656147,0
5797,3230,4166.541653,Withdrawal,Los Angeles,Laptop,Night,0,13.01301273,0
5798,1191,943.3843498,Deposit,Chicago,POS,Night,0,30.86458616,0
5799,1064,4848.585594,Deposit,Houston,POS,Morning,0,23.92383916,0
5800,4920,917.4734288,Withdrawal,Miami,ATM,Afternoon,0,11.34617571,0
5801,4010,1298.083681,Purchase,New York,Mobile,Afternoon,0,57.71030885,0
5802,2497,2403.702222,Transfer,New York,Laptop,Morning,1,51.70004005,1
5803,4854,8596.681775,Withdrawal,New York,POS,Night,0,22.78496382,0
5804,4171,9246.879198,Deposit,Los Angeles,Mobile,Afternoon,0,48.83826715,0
5805,2567,8264.314716,Transfer,Chicago,ATM,Afternoon,0,12.18659965,0
5806,3911,3347.431402,Withdrawal,Chicago,Mobile,Afternoon,0,5.427949938,0
5807,2151,2731.739947,Transfer,Miami,Laptop,Night,0,32.07046098,0
5808,4523,5496.065351,Transfer,New York,POS,Afternoon,0,24.15486883,0
5809,2937,7221.313074,Deposit,Los Angeles,Laptop,Night,0,5.11976479,0
5810,1368,9933.794154,Purchase,Houston,Mobile,Afternoon,0,38.19872823,0
5811,1850,1324.391412,Purchase,Chicago,POS,Night,0,49.35772428,0
5812,1042,502.4270702,Transfer,Chicago,ATM,Morning,0,32.11181726,0
5813,2907,6946.615331,Deposit,Los Angeles,ATM,Night,1,4.18085764,0
5814,4490,8323.935577,Deposit,Miami,POS,Morning,0,23.26847375,0
5815,3535,,Withdrawal,Los Angeles,ATM,Afternoon,0,15.79729453,0
5816,1077,6787.850855,Transfer,Miami,ATM,Afternoon,1,9.764316492,0
5817,3873,9540.617883,Withdrawal,Chicago,POS,Afternoon,0,30.45507822,0
5818,2824,5114.937588,Deposit,Miami,Laptop,Morning,0,4.856253895,0
5819,2293,9139.009835,Transfer,Miami,Mobile,Afternoon,0,4.72608664,0
5820,1673,,Purchase,Miami,Laptop,Night,0,46.82632021,0
5821,1700,8473.102995,Purchase,Miami,Mobile,Night,0,26.22428759,0
5822,1758,3104.488047,Withdrawal,New York,Mobile,Morning,0,44.93507383,0
5823,2923,1970.194355,Transfer,New York,POS,Night,0,20.26929321,0
5824,3775,5485.719449,Deposit,New York,ATM,Morning,1,21.66010579,0
5825,4386,4535.617356,Withdrawal,New York,ATM,Morning,0,26.26680693,0
5826,3972,8778.805839,Purchase,Los Angeles,Mobile,Afternoon,0,18.96503832,0
5827,4922,1009.316394,Deposit,Houston,Mobile,Morning,0,33.98360819,0
5828,1901,2584.823213,Transfer,Miami,POS,Night,1,5.300571111,0
5829,3936,7520.471456,Purchase,Los Angeles,Mobile,Night,0,33.88466336,0
5830,1992,958.9165833,Deposit,New York,Laptop,Afternoon,0,43.11022628,0
5831,2191,3214.436496,Purchase,Miami,Mobile,Morning,1,59.54093735,0
5832,3386,3877.682387,Transfer,Houston,Laptop,Afternoon,0,38.61187741,0
5833,3240,6229.712028,Withdrawal,Miami,POS,Afternoon,1,42.82833365,0
5834,2476,1589.745131,Deposit,Chicago,Mobile,Afternoon,0,36.1167773,0
5835,3330,8607.438859,Deposit,Chicago,ATM,Afternoon,1,57.10640529,0
5836,4407,4480.946932,Transfer,Los Angeles,POS,Afternoon,0,48.77664976,0
5837,1389,91710.46902,Purchase,Houston,Mobile,Morning,1,186.4688815,1
5838,1999,4684.020437,Purchase,Los Angeles,Mobile,Night,0,20.62803014,0
5839,1524,2757.652187,Purchase,Miami,Laptop,Morning,0,20.14160646,0
5840,4311,1426.869999,Deposit,Houston,Mobile,Morning,0,45.44313043,0
5841,2855,47.41349617,Deposit,Los Angeles,Laptop,Afternoon,0,55.78737758,0
5842,2506,5326.253275,Purchase,Miami,Laptop,Night,1,59.15163493,1
5843,1658,1080.495402,Deposit,New York,ATM,Morning,0,16.47777964,0
5844,3763,,Withdrawal,Miami,ATM,Morning,0,35.92501875,0
5845,4663,5896.824895,Transfer,Los Angeles,ATM,Night,0,42.41806323,0
5846,1890,2764.10211,Transfer,Houston,POS,Morning,0,25.36941031,0
5847,4626,1760.490681,Deposit,Houston,ATM,Night,1,7.444221875,0
5848,2481,7749.46901,Withdrawal,New York,Laptop,Morning,0,17.8732538,0
5849,4160,9468.443811,Withdrawal,Los Angeles,Mobile,Afternoon,0,31.41384296,0
5850,4731,1013.399774,Purchase,New York,Laptop,Night,0,7.785492354,0
5851,4166,1564.347341,Transfer,Chicago,ATM,Morning,1,19.46567418,1
5852,1451,9600.526446,Transfer,Miami,Mobile,Morning,0,16.2068406,0
5853,3475,387.4643759,Transfer,Chicago,Laptop,Night,0,21.91016121,0
5854,4222,9776.547042,Deposit,Chicago,Mobile,Night,0,41.52646594,0
5855,2537,56.39838602,Withdrawal,New York,Laptop,Night,0,29.0955507,0
5856,4447,8737.94987,Purchase,New York,Mobile,Night,0,23.19473608,0
5857,4093,,Deposit,Miami,Mobile,Night,0,17.21198807,0
5858,1882,9386.502693,Purchase,New York,ATM,Night,1,41.63069497,0
5859,1312,3176.283433,Deposit,New York,POS,Afternoon,0,40.79140742,0
5860,1839,6546.520152,Transfer,New York,ATM,Afternoon,0,27.34241562,0
5861,3566,809.525372,Purchase,New York,Mobile,Night,1,17.44834488,1
5862,4277,2430.874816,Withdrawal,New York,Mobile,Morning,1,48.7263465,0
5863,1374,7739.056671,Withdrawal,Chicago,ATM,Afternoon,0,51.27565738,0
5864,1450,5291.571678,Deposit,Chicago,Laptop,Afternoon,1,50.92333803,1
5865,4697,9280.410927,Transfer,Miami,Mobile,Morning,1,24.16745047,0
5866,4855,4293.226569,Deposit,Houston,Laptop,Afternoon,0,15.99589936,0
5867,4062,8699.425534,Purchase,Miami,ATM,Afternoon,0,50.91598876,0
5868,1594,4495.06482,Withdrawal,Los Angeles,POS,Night,0,58.80449494,0
5869,4250,9792.690304,Withdrawal,Miami,POS,Afternoon,1,12.42439423,0
5870,2233,9598.74547,Withdrawal,Miami,Mobile,Afternoon,1,38.55174427,0
5871,1499,3298.075689,Withdrawal,New York,Laptop,Afternoon,0,20.44799313,0
5872,1463,8860.377467,Purchase,New York,ATM,Night,0,29.66387161,0
5873,4911,8477.637628,Withdrawal,New York,Mobile,Morning,0,34.76240687,0
5874,4195,2114.697169,Deposit,Houston,POS,Morning,0,32.78175908,0
5875,1112,6246.661104,Withdrawal,New York,POS,Morning,0,45.93832032,0
5876,2035,,Purchase,Los Angeles,Laptop,Morning,0,58.32892201,0
5877,4197,8368.740099,Transfer,Chicago,Mobile,Afternoon,0,6.077159206,0
5878,4636,1753.713376,Transfer,Los Angeles,Laptop,Night,0,41.32299569,0
5879,3378,717.4388668,Withdrawal,Houston,Laptop,Night,0,31.87491282,0
5880,2924,4008.188764,Transfer,New York,Mobile,Afternoon,0,24.40338406,0
5881,4354,5773.452165,Purchase,Miami,ATM,Morning,1,40.06670443,0
5882,1139,8550.620416,Withdrawal,Chicago,POS,Night,0,53.28239058,0
5883,2424,9742.68283,Purchase,Houston,Mobile,Afternoon,0,37.02601196,0
5884,3949,4400.530201,Transfer,Los Angeles,POS,Afternoon,0,49.4104888,0
5885,4168,613.8647606,Transfer,New York,ATM,Afternoon,0,18.42279876,0
5886,1516,7493.664634,Withdrawal,Houston,POS,Afternoon,0,26.82210434,0
5887,3616,5656.08083,Transfer,Houston,POS,Night,0,11.28455483,0
5888,2947,4484.434535,Withdrawal,Miami,Laptop,Afternoon,0,34.7813776,0
5889,3893,3099.596099,Withdrawal,Miami,Laptop,Night,0,44.6283058,0
5890,4140,5028.961293,Deposit,Miami,Laptop,Afternoon,0,35.17992465,0
5891,3165,3393.409249,Deposit,Los Angeles,ATM,Afternoon,0,54.80989783,0
5892,1887,7572.548559,Deposit,Miami,Laptop,Night,1,51.70293437,0
5893,4130,,Purchase,Houston,POS,Afternoon,0,26.03849585,0
5894,4104,87697.09264,Transfer,Houston,POS,Morning,0,173.8142932,0
5895,2341,5440.003707,Transfer,Houston,POS,Night,0,39.17411258,0
5896,1049,2390.241509,Deposit,Chicago,Mobile,Night,1,48.64088072,0
5897,4951,8512.407903,Withdrawal,Chicago,POS,Afternoon,0,5.410017621,0
5898,4560,5576.618259,Withdrawal,Los Angeles,Laptop,Night,0,48.63744351,0
5899,1018,2076.341971,Withdrawal,Miami,ATM,Night,1,4.931644337,1
5900,1725,6238.843021,Withdrawal,Houston,ATM,Morning,1,43.45236217,0
5901,3244,3583.590482,Purchase,Miami,POS,Night,1,28.45362032,1
5902,4962,,Transfer,Houston,POS,Morning,0,14.99760205,0
5903,2473,4538.464389,Deposit,Chicago,Mobile,Night,0,42.71211299,0
5904,3606,7267.149167,Purchase,Houston,POS,Morning,0,52.35237612,0
5905,4750,964.4067143,Transfer,Los Angeles,POS,Night,0,49.89429364,0
5906,1451,3966.28322,Purchase,New York,POS,Night,1,12.45348244,0
5907,3336,9832.58195,Withdrawal,Houston,Mobile,Morning,1,36.64209056,0
5908,2164,8086.518292,Purchase,Los Angeles,ATM,Morning,0,40.12413487,0
5909,2107,1607.808616,Purchase,Chicago,POS,Morning,0,4.08871614,0
5910,4765,2784.862854,Withdrawal,Chicago,ATM,Night,0,20.36633223,0
5911,3438,3304.85993,Withdrawal,New York,Mobile,Afternoon,0,7.152892114,0
5912,4662,6507.151949,Deposit,Miami,Mobile,Afternoon,1,25.59268826,1
5913,1214,7572.377647,Deposit,Miami,POS,Night,0,43.9091753,0
5914,2549,7497.770822,Transfer,Houston,Mobile,Night,0,48.51105653,0
5915,3262,5103.641823,Deposit,Chicago,Mobile,Morning,0,46.03146511,0
5916,4474,8110.097173,Deposit,Los Angeles,ATM,Morning,0,17.02857611,0
5917,1127,4376.410047,Transfer,New York,Laptop,Morning,0,9.772455864,0
5918,2845,1247.566847,Purchase,Miami,ATM,Afternoon,1,52.47741008,1
5919,4548,5648.773998,Purchase,Houston,POS,Night,0,44.80827373,0
5920,1759,9523.490832,Purchase,Houston,Mobile,Night,1,45.5609926,0
5921,3451,7932.006577,Withdrawal,Chicago,POS,Afternoon,1,16.98014846,1
5922,4100,5791.21947,Transfer,Los Angeles,ATM,Morning,1,34.756663,0
5923,2815,6471.588547,Purchase,Los Angeles,Mobile,Morning,0,53.97665226,0
5924,3385,9306.31465,Deposit,Miami,POS,Morning,0,50.21547484,0
5925,3878,4289.144516,Deposit,Houston,POS,Morning,1,16.77588356,1
5926,3761,3320.627448,Deposit,Chicago,ATM,Afternoon,1,57.09959676,1
5927,1360,9772.643234,Transfer,Los Angeles,POS,Morning,0,23.34360682,0
5928,1568,8635.796904,Transfer,Houston,Mobile,Morning,1,34.78859715,0
5929,2415,3237.20541,Deposit,Los Angeles,POS,Afternoon,0,44.14800924,0
5930,3265,4643.168168,Withdrawal,New York,Mobile,Morning,0,15.80228233,0
5931,2597,,Withdrawal,Los Angeles,POS,Afternoon,0,24.2145207,0
5932,2692,1499.46583,Purchase,Los Angeles,ATM,Morning,0,55.8277369,0
5933,1201,9578.615045,Purchase,Houston,Mobile,Night,1,5.469750196,1
5934,3064,4049.081188,Purchase,Los Angeles,POS,Morning,0,2.205056453,0
5935,3369,,Purchase,Los Angeles,Laptop,Night,1,57.91803853,0
5936,1517,1901.668715,Purchase,New York,Mobile,Afternoon,0,52.6387224,0
5937,4641,5483.229398,Transfer,Los Angeles,Mobile,Morning,0,48.22573187,0
5938,2348,249.3742374,Transfer,Los Angeles,Mobile,Morning,0,20.67773336,0
5939,2435,7644.562634,Withdrawal,Houston,Laptop,Morning,0,23.2195605,0
5940,2341,5813.329843,Withdrawal,Chicago,ATM,Night,1,53.93979201,1
5941,1680,6259.639939,Transfer,New York,POS,Morning,0,58.52681347,0
5942,2988,526.6916167,Withdrawal,Los Angeles,Laptop,Afternoon,0,4.620204068,0
5943,4153,2118.272919,Deposit,Chicago,POS,Morning,1,28.62662702,1
5944,4545,752.5654148,Withdrawal,Houston,Laptop,Afternoon,0,24.63804206,0
5945,2491,2896.254015,Deposit,New York,Laptop,Night,0,44.48146227,0
5946,1424,6278.115687,Deposit,Houston,POS,Afternoon,0,30.11154419,0
5947,2968,5666.197983,Purchase,Chicago,POS,Night,0,5.636262498,0
5948,4802,6125.376718,Withdrawal,New York,POS,Night,1,10.86928827,0
5949,2712,5497.020201,Deposit,Los Angeles,ATM,Night,0,19.13865758,0
5950,4275,2737.557669,Withdrawal,Chicago,Mobile,Afternoon,1,47.44808477,1
5951,4654,2452.629898,Withdrawal,Houston,Laptop,Afternoon,0,46.64727301,0
5952,4066,1379.226239,Transfer,New York,Mobile,Afternoon,0,46.52501704,0
5953,3434,8492.21804,Transfer,Chicago,POS,Morning,0,46.8355832,0
5954,1777,6168.628792,Purchase,Chicago,POS,Afternoon,0,25.57027041,0
5955,3145,1873.245015,Withdrawal,Houston,Laptop,Night,0,37.27014642,0
5956,4416,1780.321704,Transfer,Houston,Laptop,Afternoon,0,9.543841595,0
5957,2826,8731.625659,Deposit,Los Angeles,Laptop,Night,1,14.23871405,0
